en,fr,it,de,es,ko,kana
,,,,,,
"There is a plant seed on its back right from the day this Pokémon is born. The seed slowly grows larger.","Il y a une graine sur son dos depuis sa naissance. Elle grossit un peu chaque jour.","Fin dalla nascita questo Pokémon ha sulla schiena un seme che cresce lentamente.","Dieses Pokémon trägt von Geburt an einen Samen auf dem Rücken, der im Laufe der Zeit keimt und wächst.","Este Pokémon nace con una semilla en el lomo, que brota con el paso del tiempo.","태어났을 때부터 등에 식물의 씨앗이 있으며 조금씩 크게 자란다.","うまれたときから　せなかに しょくぶつの　タネが　あって すこしずつ　おおきく　そだつ。"
"When the bulb on its back grows large, it appears to lose the ability to stand on its hind legs.","Son bulbe dorsal est devenu si gros qu’il ne peut plus se tenir sur ses pattes postérieures.","Il bulbo sulla schiena è cresciuto così tanto da impedirgli di alzarsi in piedi sulle zampe posteriori.","Sobald die Knospe auf seinem Rücken groß wird, kann Bisaknosp nicht mehr auf zwei Beinen stehen.","Cuando le crece bastante el bulbo del lomo, pierde la capacidad de erguirse sobre las patas traseras.","등에 있는 봉오리가 크게 자라면 두 다리로 설 수 없게 되는 듯하다.","せなかの　つぼみが　おおきく そだってくると　２ほんあしで たつことが　できなくなるらしい。"
"Its plant blooms when it is absorbing solar energy. It stays on the move to seek sunlight.","Sa plante donne une grosse fleur quand elle absorbe les rayons du soleil. Il est toujours à la recherche des endroits les plus ensoleillés.","Il fiore sboccia assorbendo energia solare. Si muove continuamente in cerca di luce.","Es nutzt Solarenergie als Nahrung und bringt so seine große Blume zum Blühen. Es geht dorthin, wo die Sonne scheint.","La planta florece cuando absorbe energía solar, lo cual le obliga a buscar siempre la luz del sol.","태양에너지를 양분으로 큰 꽃을 피운다. 양지를 향해 이끌려가듯이 이동한다.","たいようエネルギーを　えいようにして おおきなハナが　ひらく。　ひなたに ひきよせられるように　いどうする。"
"It has a preference for hot things. When it rains, steam is said to spout from the tip of its tail.","Il préfère ce qui est chaud. En cas de pluie, de la vapeur se forme autour de sa queue.","Ama le cose calde. Si dice che quando piove gli esca vapore dalla punta della coda.","Dieses Pokémon bevorzugt heiße Dinge. Bei Regen soll seine Schwanzspitze dampfen.","Prefiere las cosas calientes. Dicen que cuando llueve le sale vapor de la punta de la cola.","뜨거운 것을 좋아하는 성격이다. 비에 젖으면 꼬리 끝에서 연기가 난다고 한다.","あついものを　このむ　せいかく。 あめにぬれると　しっぽの　さきから けむりが　でるという。"
"It has a barbaric nature. In battle, it whips its fiery tail around and slashes away with sharp claws.","Il est très brutal. En combat, il se sert de ses griffes acérées et de sa queue enflammée pour mettre en pièces ses adversaires.","Ha un’indole feroce. Usa la coda fiammeggiante come una frusta e lacera l’avversario con gli artigli affilati.","Es ist brutal veranlagt. Im Kampf schlägt es mit seinem brennenden Schweif um sich und schlitzt Gegner mit seinen scharfen Klauen auf.","Este Pokémon de naturaleza agresiva ataca en combate con su cola llameante y hace trizas al rival con sus afiladas garras.","불타는 꼬리를 휘두르며 날카로운 발톱으로 상대를 베어 가르는 몹시 거친 성격이다.","もえる　しっぽを　ふりまわし するどい　ツメで　あいてを きりさく　あらあらしい　せいかく。"
"It spits fire that is hot enough to melt boulders. It may cause forest fires by blowing flames.","Son souffle brûlant peut faire fondre la roche. Il est parfois la cause d’incendies de forêt.","Sputa fiamme incandescenti in grado di fondere le rocce. A volte causa incendi boschivi.","Dieses Pokémon kann mit seinem Feueratem Felsen schmelzen. Es verursacht ab und zu Waldbrände.","Escupe un fuego tan caliente que funde las rocas. Causa incendios forestales sin querer.","암석도 태워버릴 정도로 작열하는 화염을 뿜어 산불을 일으킬 때가 있다.","がんせきも　やけるような しゃくねつの　ほのおを　はいて やまかじを　おこすことが　ある。"
"When it retracts its long neck into its shell, it squirts out water with vigorous force.","Quand il rentre son cou dans sa carapace, il peut projeter de l’eau à haute pression.","Quando ritrae il lungo collo dentro la corazza sputa un vigoroso getto d’acqua.","Zieht es seinen langen Hals in seinen Panzer zurück, verspritzt es Wasser mit unbändiger Kraft.","Cuando retrae su largo cuello en el caparazón, dispara agua a una presión increíble.","기다란 목을 등껍질 속에 감춘 다음 기세 좋게 물대포를 발사한다.","ながい　くびを　こうらのなかに ひっこめるとき　いきおいよく みずでっぽうを　はっしゃする。"
"It is recognized as a symbol of longevity. If its shell has algae on it, that Wartortle is very old.","Il est considéré comme un symbole de longévité. On reconnaît les spécimens les plus âgés à la mousse qui pousse sur leur carapace.","È considerato un simbolo di longevità. Se c’è del muschio sul suo guscio, significa che è molto anziano.","Es gilt als Symbol für Langlebigkeit. Sehr alte Exemplare erkennt man daran, dass ihr Panzer mit Algen übersät ist.","Se lo considera un símbolo de longevidad. Los ejemplares más ancianos tienen musgo sobre el caparazón.","장수의 상징으로 여겨진다. 등껍질에 이끼가 붙어 있는 것은 특히 장수한 어니부기다.","ながいきの　シンボルと　されている。 こうらに　コケが　ついているのは とくに　ながいきの　カメールだ。"
"It crushes its foe under its heavy body to cause fainting. In a pinch, it will withdraw inside its shell.","Il écrase ses adversaires de tout son poids pour leur faire perdre connaissance. Il rentre dans sa carapace s’il se sent en danger.","Mette KO gli avversari schiacciandoli sotto il corpo possente. Se è in difficoltà, può ritrarsi nella corazza.","Es begräbt seine Gegner mit seinem enormen Körpergewicht. Wenn es in einer aussichtslosen Lage steckt, zieht es sich in seinen Panzer zurück.","Para acabar con su enemigo, lo aplasta con el peso de su cuerpo. En momentos de apuro, se esconde en el caparazón.","무거운 몸으로 상대를 덮쳐서 기절시킨다. 위기에 처하면 등껍질에 숨는다.","からだが　おもたく　のしかかって あいてを　きぜつさせる。 ピンチの　ときは　カラに　かくれる。"
"For protection, it releases a horrible stench from the antenna on its head to drive away enemies.","Pour se protéger, il émet par ses antennes une odeur nauséabonde qui fait fuir ses ennemis.","Per proteggersi emette un puzzo terribile dalle antenne sul capo, con cui tiene lontani i nemici.","Als Schutz vor Feinden sondert es einen übel riechenden Gestank mit seinen Antennen ab.","Para protegerse, despide un hedor horrible por las antenas con el que repele a sus enemigos.","머리의 더듬이로부터 강렬한 냄새를 내어 적을 물리치고 몸을 보호한다.","あたまの　しょっかくから きょうれつな　においを　だして てきを　おいはらい　みをまもる。"
"It is waiting for the moment to evolve. At this stage, it can only harden, so it remains motionless to avoid attack.","En attendant sa prochaine évolution, il ne peut que durcir sa carapace et rester immobile pour éviter de se faire attaquer.","In attesa di evolversi, l’unica cosa che può fare è indurire la sua corazza, quindi rimane immobile per evitare di essere attaccato.","In diesem Zustand wartet es auf die Entwicklung. Es kann nur seinen Panzer erhärten, daher bewegt es sich nicht, um nicht angegriffen zu werden.","Como en este estado solo puede endurecer su coraza, permanece inmóvil a la espera de evolucionar.","진화를 기다리고 있는 상태다. 단단해지는 것밖에 할 수 없어서 공격받지 않도록 꿈쩍 않고 있다.","しんかを　まっている　じょうたい。 かたくなる　ことしか　できないので おそわれないよう　じっとしている。"
"In battle, it flaps its wings at great speed to release highly toxic dust into the air.","En combat, il bat des ailes très rapidement pour projeter de la poudre toxique sur ses ennemis.","Sbatte le ali a gran velocità per liberare le sue polveri tossiche nell’aria.","Wenn es sehr schnell mit den Flügeln schlägt, setzt es hochgiftigen Flügelstaub frei.","Aletea a gran velocidad para lanzar al aire sus escamas extremadamente tóxicas.","매우 빠르게 날갯짓하면 맹독성의 인분이 바람을 타고 날아간다.","こまかく　はやく　はばたいたら もうどくの　りんぷんが かぜに　のって　とんでくるぞ。"
