en,fr,it,de,es,ko,kana
[~0],[~0],[~0],[~0],[~0],[~0],[~0]
Its plant blooms when it is absorbing solar energy. It stays on the move to seek sunlight.,Sa plante donne une grosse fleur quand elle absorbe les rayons du soleil. Il est toujours à la recherche des endroits les plus ensoleillés.,Il fiore sboccia assorbendo energia solare. Si muove continuamente in cerca di luce.,"Es nutzt Solarenergie als Nahrung und bringt so seine große Blume zum Blühen. Es geht dorthin, wo die Sonne scheint.","La planta florece cuando absorbe energía solar, lo cual le obliga a buscar siempre la luz del sol.",태양에너지를 양분으로 큰 꽃을 피운다. 양지를 향해 이끌려가듯이 이동한다.,たいようエネルギーを　えいようにして おおきなハナが　ひらく。　ひなたに ひきよせられるように　いどうする。
It spits fire that is hot enough to melt boulders. It may cause forest fires by blowing flames.,Son souffle brûlant peut faire fondre la roche. Il est parfois la cause d’incendies de forêt.,Sputa fiamme incandescenti in grado di fondere le rocce. A volte causa incendi boschivi.,Dieses Pokémon kann mit seinem Feueratem Felsen schmelzen. Es verursacht ab und zu Waldbrände.,Escupe un fuego tan caliente que funde las rocas. Causa incendios forestales sin querer.,암석도 태워버릴 정도로 작열하는 화염을 뿜어 산불을 일으킬 때가 있다.,がんせきも　やけるような しゃくねつの　ほのおを　はいて やまかじを　おこすことが　ある。
It spits fire that is hot enough to melt boulders. It may cause forest fires by blowing flames.,Son souffle brûlant peut faire fondre la roche. Il est parfois la cause d’incendies de forêt.,Sputa fiamme incandescenti in grado di fondere le rocce. A volte causa incendi boschivi.,Dieses Pokémon kann mit seinem Feueratem Felsen schmelzen. Es verursacht ab und zu Waldbrände.,Escupe un fuego tan caliente que funde las rocas. Causa incendios forestales sin querer.,암석도 태워버릴 정도로 작열하는 화염을 뿜어 산불을 일으킬 때가 있다.,がんせきも　やけるような しゃくねつの　ほのおを　はいて やまかじを　おこすことが　ある。
"It crushes its foe under its heavy body to cause fainting. In a pinch, it will withdraw inside its shell.",Il écrase ses adversaires de tout son poids pour leur faire perdre connaissance. Il rentre dans sa carapace s’il se sent en danger.,"Mette KO gli avversari schiacciandoli sotto il corpo possente. Se è in difficoltà, può ritrarsi nella corazza.","Es begräbt seine Gegner mit seinem enormen Körpergewicht. Wenn es in einer aussichtslosen Lage steckt, zieht es sich in seinen Panzer zurück.","Para acabar con su enemigo, lo aplasta con el peso de su cuerpo. En momentos de apuro, se esconde en el caparazón.",무거운 몸으로 상대를 덮쳐서 기절시킨다. 위기에 처하면 등껍질에 숨는다.,からだが　おもたく　のしかかって あいてを　きぜつさせる。 ピンチの　ときは　カラに　かくれる。
"Beedrill is extremely territorial. No one should ever approach its nest—this is for their own safety. If angered, they will attack in a furious swarm.","Dardargnan est extrêmement possessif. Il vaut mieux ne pas toucher son nid si on veut éviter d’avoir des ennuis. Lorsqu’ils sont en colère, ces Pokémon attaquent en masse.","Beedrill difende strenuamente il proprio territorio. Per ragioni di sicurezza nessuno può avvicinarsi al suo nido. Se vengono disturbati, questi Pokémon attaccano violentemente in sciami.","Bibor sind sehr wehrhaft. Es sollte sich besser niemand ihrem Nest nähern. Wenn man sie ärgert, greifen sie in Schwärmen an.","Los Beedrill defienden su territorio a toda costa. No es conveniente acercarse a su colmena, por seguridad. Si se les molesta, todo un enjambre atacará ferozmente.",영역에 대한 집착이 매우 강해서 독침붕이 사는 곳에는 가까이 가지 않는 것이 신상에 좋다. 화나면 집단으로 습격해 온다.,なわばりいしきが　とても　つよいので　スピアーの すみかには　ちかづかない　ほうが　みの　ためだ。 おこると　しゅうだんで　おそって　くるぞ。
"This Pokémon has a dazzling plumage of beautifully glossy feathers. Many Trainers are captivated by the striking beauty of the feathers on its head, compelling them to choose Pidgeot as their Pokémon.",Ce Pokémon est doté d’un plumage magnifique et luisant. Bien des Dresseurs sont captivés par la beauté fatale de sa huppe et décident de choisir Roucarnage comme leur Pokémon favori.,Questo Pokémon è caratterizzato da uno stupendo piumaggio dai colori vivaci e brillanti. Molti Allenatori sono colpiti dall’evidente bellezza delle piume sulla testa. Per questo spesso scelgono Pidgeot come loro Pokémon.,"Dieses Pokémon hat ein wunderschönes, glänzendes Gefieder. Viele Trainer sind von der auffälligen Schönheit seines Federkleids begeistert, sodass sie Tauboss als ihr Pokémon wählen.",El plumaje de este Pokémon es bonito e hipnótico. Muchos Entrenadores se quedan embobados ante la belleza impactante de las plumas que tiene en la cabeza; lo que les lleva a elegir a Pidgeot como su Pokémon.,아름답게 윤이 나는 깃털을 가진 포켓몬이다. 머리 깃털의 아름다움에 마음을 빼앗겨 피죤투를 기르는 트레이너도 많다.,うつくしい　こうたくの　はねを　もつ　ポケモン。 あたまの　はねの　うつくしさに　こころ　うばわれ ピジョットを　そだてる　トレーナーも　おおい。
"Its incisors grow continuously throughout its life. If its incisors get too long, this Pokémon becomes unable to eat, and it starves to death.","Ses incisives poussent tout au long de sa vie. Si elles dépassent une certaine longueur, il ne peut plus s’alimenter et meurt de faim.","I suoi incisivi continuano a crescere per tutta la vita. Se si allungano troppo, non riesce più a nutrirsi e muore di fame.","Seine Nagezähne wachsen sein ganzes Leben über. Werden sie allzu lang, kann es damit nicht mehr fressen und verhungert.","Sus incisivos crecen durante toda su vida. Si aumentan demasiado de tamaño, no puede alimentarse y muere de inanición.",평생 앞니가 계속 자란다. 너무 많이 자라면 먹이를 먹을 수 없어 굶어 죽는다.,いっしょう　まえばが　のびつづける。 あまりに　のびすぎると　エサが たべられなくなって　がし　する。
People say that it fled from its enemies by using its small webbed hind feet to swim from island to island in Alola.,Les petites palmes de ses pattes postérieures lui permettraient de se rendre d’île en île à la nage afin d’échapper à ses prédateurs.,Si dice che sia sfuggito ai nemici nuotando da un’isola all’altra grazie alle minuscole membrane tra le dita delle zampe posteriori.,"Auf der Flucht vor seinen Feinden nutzt es die Schwimmhäute an seinen Hinterläufen, um von Insel zu Insel zu schwimmen.",Las pequeñas membranas que tiene en las patas traseras le permiten nadar entre las islas de Alola y escapar así de sus depredadores.,뒷발의 작의 물갈퀴로 바다를 헤엄쳐 섬을 건너 적을 피해 도망쳤다고 한다.,うしろあしの　ちいさい　みずかきで うみを　およいで　しまを　わたり てきから　にげていた　という。
Pikachu that can generate powerful electricity have cheek sacs that are extra soft and super stretchy.,"Plus la puissance électrique de Pikachu est élevée, plus les poches de ses joues sont extensibles.","Più potente è l’energia elettrica prodotta dal Pokémon, più le sacche sulle sue guance sono morbide ed elastiche.","Je stärker die Elektrizität ist, die Pikachu produziert, desto weicher und elastischer sind seine Backentaschen.","Cuanto más potente es la energía eléctrica que genera este Pokémon, más suaves y elásticas se vuelven las bolsas de sus mejillas.",만들어 내는 전기가 강력한 피카츄일수록 볼의 주머니가 부드럽고 잘 늘어난다.,つくる　でんきが　きょうりょくな ピカチュウほど　ほっぺの　ふくろは やわらかく　よく　のびるぞ。
Pikachu that can generate powerful electricity have cheek sacs that are extra soft and super stretchy.,"Plus la puissance électrique de Pikachu est élevée, plus les poches de ses joues sont extensibles.","Più potente è l’energia elettrica prodotta dal Pokémon, più le sacche sulle sue guance sono morbide ed elastiche.","Je stärker die Elektrizität ist, die Pikachu produziert, desto weicher und elastischer sind seine Backentaschen.","Cuanto más potente es la energía eléctrica que genera este Pokémon, más suaves y elásticas se vuelven las bolsas de sus mejillas.",만들어 내는 전기가 강력한 피카츄일수록 볼의 주머니가 부드럽고 잘 늘어난다.,つくる　でんきが　きょうりょくな ピカチュウほど　ほっぺの　ふくろは やわらかく　よく　のびるぞ。
Pikachu that can generate powerful electricity have cheek sacs that are extra soft and super stretchy.,"Plus la puissance électrique de Pikachu est élevée, plus les poches de ses joues sont extensibles.","Più potente è l’energia elettrica prodotta dal Pokémon, più le sacche sulle sue guance sono morbide ed elastiche.","Je stärker die Elektrizität ist, die Pikachu produziert, desto weicher und elastischer sind seine Backentaschen.","Cuanto más potente es la energía eléctrica que genera este Pokémon, más suaves y elásticas se vuelven las bolsas de sus mejillas.",만들어 내는 전기가 강력한 피카츄일수록 볼의 주머니가 부드럽고 잘 늘어난다.,つくる　でんきが　きょうりょくな ピカチュウほど　ほっぺの　ふくろは やわらかく　よく　のびるぞ。
Pikachu that can generate powerful electricity have cheek sacs that are extra soft and super stretchy.,"Plus la puissance électrique de Pikachu est élevée, plus les poches de ses joues sont extensibles.","Più potente è l’energia elettrica prodotta dal Pokémon, più le sacche sulle sue guance sono morbide ed elastiche.","Je stärker die Elektrizität ist, die Pikachu produziert, desto weicher und elastischer sind seine Backentaschen.","Cuanto más potente es la energía eléctrica que genera este Pokémon, más suaves y elásticas se vuelven las bolsas de sus mejillas.",만들어 내는 전기가 강력한 피카츄일수록 볼의 주머니가 부드럽고 잘 늘어난다.,つくる　でんきが　きょうりょくな ピカチュウほど　ほっぺの　ふくろは やわらかく　よく　のびるぞ。
Pikachu that can generate powerful electricity have cheek sacs that are extra soft and super stretchy.,"Plus la puissance électrique de Pikachu est élevée, plus les poches de ses joues sont extensibles.","Più potente è l’energia elettrica prodotta dal Pokémon, più le sacche sulle sue guance sono morbide ed elastiche.","Je stärker die Elektrizität ist, die Pikachu produziert, desto weicher und elastischer sind seine Backentaschen.","Cuanto más potente es la energía eléctrica que genera este Pokémon, más suaves y elásticas se vuelven las bolsas de sus mejillas.",만들어 내는 전기가 강력한 피카츄일수록 볼의 주머니가 부드럽고 잘 늘어난다.,つくる　でんきが　きょうりょくな ピカチュウほど　ほっぺの　ふくろは やわらかく　よく　のびるぞ。
Pikachu that can generate powerful electricity have cheek sacs that are extra soft and super stretchy.,"Plus la puissance électrique de Pikachu est élevée, plus les poches de ses joues sont extensibles.","Più potente è l’energia elettrica prodotta dal Pokémon, più le sacche sulle sue guance sono morbide ed elastiche.","Je stärker die Elektrizität ist, die Pikachu produziert, desto weicher und elastischer sind seine Backentaschen.","Cuanto más potente es la energía eléctrica que genera este Pokémon, más suaves y elásticas se vuelven las bolsas de sus mejillas.",만들어 내는 전기가 강력한 피카츄일수록 볼의 주머니가 부드럽고 잘 늘어난다.,つくる　でんきが　きょうりょくな ピカチュウほど　ほっぺの　ふくろは やわらかく　よく　のびるぞ。
Pikachu that can generate powerful electricity have cheek sacs that are extra soft and super stretchy.,"Plus la puissance électrique de Pikachu est élevée, plus les poches de ses joues sont extensibles.","Più potente è l’energia elettrica prodotta dal Pokémon, più le sacche sulle sue guance sono morbide ed elastiche.","Je stärker die Elektrizität ist, die Pikachu produziert, desto weicher und elastischer sind seine Backentaschen.","Cuanto más potente es la energía eléctrica que genera este Pokémon, más suaves y elásticas se vuelven las bolsas de sus mejillas.",만들어 내는 전기가 강력한 피카츄일수록 볼의 주머니가 부드럽고 잘 늘어난다.,つくる　でんきが　きょうりょくな ピカチュウほど　ほっぺの　ふくろは やわらかく　よく　のびるぞ。
Its long tail serves as a ground to protect itself from its own high-voltage power.,Sa longue queue agit comme une prise de terre qui l’empêche d’être affecté par le courant à haute tension accumulé dans son corps.,La sua lunga coda serve da messa a terra per proteggerlo dalla sua stessa alta tensione.,Sein langer Schweif dient ihm zur Erdung. So bleibt es von der lähmenden Wirkung von Hochspannung selbst verschont.,Su larga cola le sirve como toma de tierra para protegerse a sí mismo del alto voltaje que genera su cuerpo.,긴 꼬리가 어스가 되어 몸을 지키기 때문에 자신은 고전압에도 마비되지 않는다.,ながい　しっぽが　アースになって みを　まもるため　じぶんじしんは こうでんあつにも　しびれないのだ。
"It loves to bathe in the grit of dry, sandy areas. By sand bathing, the Pokémon rids itself of dirt and moisture clinging to its body.",Il aime se rouler dans le sable des zones désertiques pour se débarrasser des traces de terre et d’humidité qui lui collent à la peau.,"Ama rotolarsi nella sabbia delle zone desertiche, per rimuovere ogni traccia di sporcizia e umidità dal suo corpo.",Es badet sehr gern im trockenen Sand. Dadurch befreit es seinen Körper von Schmutz und Feuchtigkeit.,Le gusta revolcarse por la arena seca para eliminar todo rastro de suciedad y humedad en la piel.,건조한 모래땅에서 모래를 끼얹는 것을 좋아한다. 몸에 붙은 지저분한 것들을 떨어뜨리고 물기를 없애는 것이다.,かんそうした　すなちで　すなあびを するのが　すき。　からだに　ついた よごれと　みずけを　おとすのだ。
"The drier the area Sandslash lives in, the harder and smoother the Pokémon’s spikes will feel when touched.","Plus son habitat est sec, plus ses épines dorsales deviennent dures et lisses.","Più secco è il territorio dove Sandslash vive, più i suoi aculei dorsali diventano lisci e duri.","Je trockener das Gebiet ist, in dem Sandamer lebt, desto härter und glatter fühlen sich die Stacheln an seinem Rücken an.","Cuanto más seco es el terreno en el que habita, más duras y lisas se vuelven las púas que le recubren la espalda.",습도가 낮은 땅에서 사는 고지일수록 등에 난 가시의 감촉은 단단하고 매끄럽다.,しつどが　ひくい　とちで　くらす サンドパンほど　せなかの　トゲの てざわりは　かたく　なめらかになる。
"While young, it has six gorgeous tails. When it grows, several new tails are sprouted.","Quand il est jeune, ce Pokémon a six queues magnifiques. De nouvelles queues apparaissent tout au long de sa croissance.","Quando è giovane ha sei meravigliose code, che si moltiplicano durante la sua crescita.","In seiner Jugend hat es sechs hinreißende Schweife. Während es wächst, kommen noch weitere neue Schweife hinzu.","De pequeño, tiene seis colas de gran belleza. A medida que crece, le van saliendo más.",어리지만 6개의 꼬리가 아름답다. 성장하면 한층 꼬리 수가 늘어난다.,こどもだが　６ぽんの　しっぽが うつくしい。　せいちょうすると さらに　しっぽが　ふえる。
"It is said to live 1,000 years, and each of its tails is loaded with supernatural powers.",On dit qu’il vit 1 000 ans et que chacune de ses queues a un pouvoir magique.,Dicono che viva un millennio. Ognuna delle sue code è dotata di un potere magico.,"Man sagt, es lebe 1 000 Jahre und jedem seiner Schweife wohnen übernatürliche Kräfte inne.",Cuentan que llega a vivir hasta mil años y que cada una de las colas posee poderes sobrenaturales.,꼬리 하나하나에 신통력이 담겨 있다. 1000년을 산다고 한다.,しっぽの　いっぽん　いっぽんに じんつうりきが　こめられている。 １０００ねん　いきると　いわれる。
"If a Diglett digs through a field, it leaves the soil perfectly tilled and ideal for planting crops.","Si un Taupiqueur creuse un tunnel sous un champ, il retourne la terre et améliore les récoltes.","Se Diglett attraversa un terreno nel corso dei suoi scavi, lo lascia perfettamente lavorato e pronto per la semina.","Bewegt sich ein Digda unterirdisch fort, pflügt es dabei den Erdboden gleich mit und bereitet so den Anbau von Feldfrüchten vor.","Si un Diglett excava un terreno, lo deja perfectamente arado y preparado para sembrarlo.",디그다가 지나간 뒤의 대지는 알맞게 땅이 일궈져 최고의 밭이 된다.,ディグダが　とおったあとの　だいちは ほどよく　たがやされて さいこうの　はたけに　なる。
A team of Diglett triplets. It triggers huge earthquakes by burrowing 60 miles underground.,Ces triplés forment une équipe de choc. Ils causent parfois des séismes lorsqu’ils creusent jusqu’à 100 km de profondeur.,"Trio di Diglett che eccellono nel lavoro di squadra. Scava fino a 100 km di profondità, provocando a volte dei terremoti.",Diese Digda-Drillinge graben sich manchmal bis zu 100 km tief in den Erdboden und lösen dadurch Erdbeben aus.,Un trío de Diglett. Causa enormes terremotos al cavar en el subsuelo a profundidades de hasta 100 km.,팀워크가 뛰어난 세쌍둥이 디그다. 지하 100km까지 파고들어 지진을 일으킬 때도 있다.,チームワークに　すぐれた　みつごの ディグダ。　ちか　１００キロまで ほって　じしんを　おこすこともある。
"It loves to collect shiny things. If it’s in a good mood, it might even let its Trainer have a look at its hoard of treasures.","Il aime rassembler des objets brillants. S’il est de bonne humeur, il montre sa collection à son Dresseur.",Ama raccogliere oggetti luccicanti. Quando è di buon umore mostra la sua collezione anche al suo Allenatore.,"Es sammelt mit Vorliebe glänzende Gegenstände. Ist es gut gelaunt, lässt es seinen Trainer einen Blick auf seine Sammlung werfen.","Le encanta reunir objetos brillantes. Cuando está de buen humor, hasta le muestra la colección a su Entrenador.",빛나는 물건을 모으는 것을 좋아한다. 기분이 좋을 때는 트레이너에게도 컬렉션을 보여준다.,ひかりものを　あつめるのが　すき。 きげんが　いいときは　トレーナーにも コレクションを　みせてくれるぞ。
"It loves to collect shiny things. If it’s in a good mood, it might even let its Trainer have a look at its hoard of treasures.","Il aime rassembler des objets brillants. S’il est de bonne humeur, il montre sa collection à son Dresseur.",Ama raccogliere oggetti luccicanti. Quando è di buon umore mostra la sua collezione anche al suo Allenatore.,"Es sammelt mit Vorliebe glänzende Gegenstände. Ist es gut gelaunt, lässt es seinen Trainer einen Blick auf seine Sammlung werfen.","Le encanta reunir objetos brillantes. Cuando está de buen humor, hasta le muestra la colección a su Entrenador.",빛나는 물건을 모으는 것을 좋아한다. 기분이 좋을 때는 트레이너에게도 컬렉션을 보여준다.,ひかりものを　あつめるのが　すき。 きげんが　いいときは　トレーナーにも コレクションを　みせてくれるぞ。
"Getting this prideful Pokémon to warm up to you takes a lot of effort, and it will claw at you the moment it gets annoyed.","Très fier, il est difficile à apprivoiser. Dès que quelque chose ne lui plaît pas, il sort les griffes.","Conquistarsi il suo affetto è un’impresa ardua perché è molto altezzoso. Se qualcosa non gli va, tira subito fuori gli artigli.","Es ist sehr stolz, was es nicht leicht macht, mit ihm Freundschaft zu schließen. Wenn ihm etwas missfällt, fährt es unverzüglich die Krallen aus.","Trabar amistad con este Pokémon es una ardua tarea debido a su enorme orgullo. Cuando algo no le place, saca las uñas de inmediato.",자존심이 세서 길들이기 힘들다. 마음에 들지 않는 일이 있으면 바로 발톱을 세운다.,きぐらいが　たかく　なつかせるのは たいへん。　きにくわない　ことが あると　すぐに　ツメを　たててくる。
It has a brave and trustworthy nature. It fearlessly stands up to bigger and stronger foes.,Il est courageux et fiable. Il se dresse vaillamment devant ses ennemis même s’ils sont plus puissants.,"Coraggioso e fedele, si oppone senza paura anche a nemici più grandi e forti di lui.","Es ist von Natur aus tapfer und vertrauenswürdig und scheut auch vor Gegnern nicht zurück, die größer und stärker sind als es selbst.","De naturaleza valiente y honrada, se enfrenta sin miedo a enemigos más grandes y fuertes.",자신보다 강하고 큰 상대라도 겁 없이 맞서는 용감하고 믿음직스런 성격이다.,じぶんより　つよくて　おおきな あいてにも　おそれずに　たちむかう ゆうかんで　たのもしい　せいかく。
"The sight of it running over 6,200 miles in a single day and night has captivated many people.",De nombreuses personnes ont été charmées à la vue de ce Pokémon parcourant 10 000 km en 24 heures.,Sono molte le persone affascinate dalla capacità di questo Pokémon di correre per una distanza di 10.000 km in 24 ore.,"Viele Trainer sind davon fasziniert, dass dieses Pokémon innerhalb eines Tages 10 000 km zurücklegen kann.","Es capaz de correr 10 000 km al día, lo que deja embelesados a todos los que lo ven pasar.",하루 만에 10000km의 거리를 달리는 모습은 많은 사람을 매료시켜 왔다.,いっちゅうやで　１００００キロの きょりを　かけぬける　すがたは おおくの　ひとを　みりょうしてきた。
"It has an incredibly high level of intelligence. Some say that Alakazam remembers everything that ever happens to it, from birth till death.","Doué d’une intelligence hors du commun, ce Pokémon serait capable de conserver tous ses souvenirs, de sa naissance jusqu’à sa mort.","Possiede un intelletto estremamente elevato e si dice sia in grado di ricordare ogni evento della sua vita, dalla nascita alla morte.","Es verfügt über extrem hohe Intelligenz und soll sich an alles erinnern können, was zwischen seiner Geburt und seinem Tod passiert.",Posee una capacidad intelectual fuera de lo común que le permite recordar todo lo sucedido desde el instante de su nacimiento.,매우 높은 지능을 지녔다. 태어나서 죽을 때까지 일어나는 일을 모두 기억한다고 한다.,ひじょうに　たかい　ちのうを　もつ。 うまれてから　しぬまでの　できごとを すべて　おぼえている　という。
